pow_k,runs,mean_ms,std_ms,min_ms,max_ms
2,5,0.06381639977917075,0.006000077793283833,0.0600829953327775,0.07579100201837718
3,5,7.6414414012106135,0.06351911455263444,7.546208013081923,7.738957996480167
4,5,12.71219159825705,0.9442591699610466,11.917791998712346,14.450874994508922
