pow_k,runs,mean_ms,std_ms,min_ms,max_ms
4,5,21.729475003667176,11.421238038095519,12.767207983415574,43.93570899264887
5,5,823.9813915919513,5.191654267223897,818.6990829999559,833.1973750027828
6,5,29299.646333389683,68.54819016420343,29192.58108298527,29391.526249994058
