mode,size,runs,convergence_mean,convergence_std,overhead_mean,overhead_std,coverage_mean
hybrid,10,5,4.2,1.6,72.8,8.704022058795577,1.0
hybrid,20,5,7.2,1.1661903789690602,170.8,13.181805642627264,1.0
hybrid,50,5,12.6,3.2,489,12.821856339859686,1.0
push,10,5,4.8,0.7483314773547883,69.4,13.979985693841035,1.0
push,20,5,6.4,1.019803902718557,172.6,16.32911510156016,1.0
push,50,5,12.2,1.1661903789690602,485.8,8.44748483277715,1.0
