mode,size,runs,convergence_mean,convergence_std,overhead_mean,overhead_std,coverage_mean
hybrid,10,5,6.8,5.1536394906900505,44.4,3.7202150475476548,1.0
hybrid,20,5,5.8,0.7483314773547883,101.8,6.997142273814361,1.0
hybrid,50,5,9.2,0.7483314773547883,242.4,12.815615474880635,1.0
push,10,5,3.2,1.3266499161421599,47,4.0,1.0
push,20,5,5.8,0.4,92.2,7.756287771866126,1.0
push,50,5,8.2,0.4,238.8,6.20966987850401,1.0
